R_POTEMP,R_TEMP,R_DEPTH,R_SALINITY,R_SIGMA,R_SVA,R_DYNHT,R_PRES,R_O2,R_O2Sat
6.87,6.9,299,34.05,26.68,139.1,0.63,301,1.76,25.8
6.86,6.89,300,34.05,26.68,139,0.64,302,1.75,25.6
5.49,5.52,397,34.04,26.85,123.4,0.76,400,1.35,19.1
5.47,5.5,400,34.042,26.86,123,0.77,403,1.33,18.9
4.84,4.88,500,34.104,26.98,112.1,0.88,504,0.86,12
4.59,4.64,596,34.18,27.07,104.5,0.99,601,0.48,6.7
4.58,4.63,600,34.182,27.07,104.3,0.99,605,0.48,6.7
4.31,4.36,700,34.225,27.13,98.9,1.09,706,0.45,6.2
4.06,4.12,800,34.268,27.19,93.8,1.19,807,0.41,5.6
3.87,3.94,896,33.828065,26.120341,192.307163,1.28,904,0.38,5.2
3.86,3.93,900,34.313,27.25,89.1,1.28,908,0.39,5.3
3.62,3.69,1000,34.359,27.31,83.7,1.37,1009,0.52,7.1
3.37,3.45,1100,34.405,27.37,78.3,1.45,1110,0.65,8.8
3.13,3.22,1196,34.45,27.43,72.9,1.52,1207,0.78,10.5
12.32,12.32,0,32.88,24.88,305.9,0,0,6.19,101.6
12.05,12.05,10,32.94,24.98,296.8,0.03,10,6.04,98.6
11.85,11.85,20,32.895,24.98,296.8,0.06,20,6.07,98.7
11.78,11.78,25,32.88,24.98,296.8,0.07,25,6.08,98.7
11.77,11.77,30,32.88,24.98,296.7,0.08,30,6.03,97.8
11.7,11.71,49,32.88,24.99,296.1,0.14,49,5.87,95.1
11.7,11.71,50,32.88,24.99,296.1,0.14,50,5.88,95.3
11.7,11.71,74,32.88,24.99,296.6,0.22,74,6.07,98.4
11.64,11.65,75,32.889,25.01,294.9,0.22,75,6.03,97.6
9.93,9.94,98,33.17,25.53,245.9,0.28,99,4.92,76.8
9.82,9.83,100,33.189,25.56,242.8,0.29,101,4.86,75.7
8.77,8.78,125,33.404,25.9,211.1,0.34,126,4.31,65.7
8.23,8.24,148,33.55,26.1,192.7,0.39,149,4.08,61.5
8.19,8.21,150,33.563,26.11,191.3,0.39,151,4.06,61.1
7.7,7.72,197,33.82,26.39,166,0.48,198,3.73,55.6
7.66,7.68,200,33.829,26.4,164.8,0.48,201,3.7,55.1
7.04,7.06,250,33.934,26.57,149.2,0.56,252,3.09,45.4
6.49,6.52,296,33.96,26.66,140.7,0.63,298,2.48,36
6.45,6.48,300,33.962,26.67,140.1,0.63,302,2.43,35.2
5.75,5.78,394,34,26.79,129.5,0.76,397,1.43,20.4
5.71,5.74,400,34.004,26.8,128.8,0.77,403,1.39,19.8
5.15,5.19,500,34.067,26.91,118.5,0.89,504,0.83,11.7
4.75,4.8,592,34.13,27.01,110.1,1,596,0.58,8.1
4.72,4.77,600,34.135,27.02,109.5,1,605,0.57,7.9
4.37,4.42,700,34.195,27.1,101.8,1.11,706,0.51,7
4.06,4.12,800,34.248,27.18,95.3,1.21,807,0.44,6
3.81,3.88,890,34.29,27.24,90.1,1.29,898,0.38,5.2
3.78,3.85,900,34.293,27.24,89.7,1.3,908,0.39,5.3
3.51,3.58,1000,34.322,27.29,85.2,1.39,1009,0.49,6.6
3.24,3.32,1100,34.352,27.34,80.7,1.47,1110,0.6,8.1
3,3.08,1188,34.38,27.39,76.4,1.54,1199,0.69,9.2
12.67,12.67,0,32.9,24.83,310.8,0,0,6.3,104.2
9.004084,7.62,10,32.81,26.120341,192.307163,0.03,10,6.17,101.1
11.87,11.87,20,32.823,24.92,302.5,0.06,20,6.18,100.5
11.67,11.67,25,32.83,24.96,298.6,0.07,25,6.18,100
11.68,11.68,30,32.845,24.97,297.8,0.09,30,6.17,99.9
11.83,11.84,50,32.92,25,295.5,0.15,50,6.1,99.1
11.37,11.38,74,32.94,25.1,286.4,0.22,74,6.06,97.5
11.33,11.34,75,32.941,25.11,285.7,0.22,75,6.04,97.1
10.32,10.33,99,33.01,25.34,264.1,0.29,100,5.52,86.9
10.28,10.29,100,33.019,25.35,262.8,0.29,101,5.5,86.5
9.28,9.29,125,33.269,25.71,228.8,0.35,126,4.88,75.2
8.53,8.55,148,33.53,26.04,198.7,0.4,149,4.27,64.8
8.49,8.51,150,33.545,26.05,197,0.4,151,4.21,63.8
7.86,7.88,198,33.8,26.35,169.7,0.49,199,2.81,42.1
7.83,7.85,200,33.806,26.36,168.9,0.49,201,2.8,41.9
7.18,7.2,250,33.921,26.54,152.1,0.57,252,2.53,37.3
6.61,6.64,297,33.95,26.64,143,0.64,299,2.28,33.2
6.58,6.61,300,33.95,26.64,142.7,0.65,302,2.25,32.7
5.66,5.69,396,33.93,26.75,133.7,0.78,399,1.4,19.9
5.63,5.66,400,33.934,26.75,133,0.79,403,1.37,19.5
5.04,5.08,500,34.055,26.92,118.1,0.91,504,0.82,11.5
4.67,4.72,593,34.2,27.07,104,1.01,597,0.51,7.1
4.64,4.69,600,34.207,27.08,103.2,1.02,605,0.51,7.1
4.3,4.35,700,34.289,27.19,94,1.12,705,0.46,6.3
4,4.06,800,34.347,27.26,87.2,1.21,807,0.42,5.8
3.76,3.83,892,34.38,27.31,82.9,1.29,900,0.38,5.2
3.74,3.81,900,34.381,27.32,82.7,1.3,908,0.39,5.3
3.49,3.56,1000,34.393,27.35,79.7,1.38,1009,0.49,6.6
3.22,3.3,1100,34.407,27.39,76.4,1.45,1110,0.59,7.9
3,3.08,1188,34.42,27.42,73.5,1.52,1199,0.68,9.1
12.6,12.6,0,32.9,24.84,309.5,0,0,5.45,90
9.004084,5.8,10,32.86,26.120341,192.307163,0.03,10,5.28,86.5
11.88,11.88,20,32.86,24.95,299.9,0.06,20,5.5,89.4
11.74,11.74,24,32.86,24.97,297.6,0.07,24,5.61,91
11.72,11.72,30,32.848,24.97,298.2,0.09,30,5.57,90.3
11.66,11.67,48,32.81,24.95,300.6,0.14,48,5.44,88
11.58,11.59,50,32.812,24.96,299,0.15,50,5.38,86.9
10.37,10.38,73,32.92,25.26,271,0.21,73,4.76,75
10.26,10.27,75,32.942,25.3,267.7,0.22,75,4.75,74.6
9.2,9.21,97,33.22,25.69,230.7,0.27,98,4.67,71.8
9.1,9.11,100,33.252,25.73,226.9,0.28,101,4.6,70.6
8.4,8.41,125,33.487,26.02,199.4,0.33,126,3.91,59.1
8.03,8.04,146,33.64,26.2,183.1,0.37,147,3.26,48.9
7.97,7.98,150,33.666,26.23,180.3,0.38,151,3.19,47.8
7.41,7.43,194,33.89,26.48,156.7,0.45,195,2.7,40
7.34,7.36,200,33.905,26.5,154.7,0.46,201,2.68,39.7
6.76,6.78,250,33.98,26.64,142,0.54,252,2.56,37.4
6.31,6.34,291,33.98,26.7,136.8,0.59,293,2.5,36.1
6.21,6.24,300,33.982,26.72,135.5,0.61,302,2.41,34.8
5.35,5.38,388,34,26.84,124.5,0.72,391,1.4,19.8
5.28,5.31,400,34.008,26.85,123.2,0.74,403,1.31,18.5
4.81,4.85,500,34.085,26.97,113.1,0.85,504,0.71,9.9
4.6,4.65,583,34.16,27.05,106,0.95,587,0.46,6.4
4.55,4.6,600,34.173,27.07,104.6,0.96,605,0.46,6.4
4.25,4.3,700,34.242,27.15,96.9,1.06,706,0.44,6.1
3.98,4.04,800,34.302,27.23,90.4,1.16,807,0.43,5.9
3.79,3.85,875,34.34,27.28,86,1.22,882,0.42,5.7
3.72,3.79,900,34.347,27.29,85,1.24,908,0.43,5.9
3.47,3.54,1000,34.378,27.34,80.6,1.33,1009,0.49,6.6
3.2,3.28,1100,34.409,27.39,76,1.41,1110,0.54,7.3
3.04,3.12,1165,34.43,27.42,73.1,1.45,1176,0.58,7.8
12.38,12.38,0,32.9,24.88,305.5,0,0,5.98,98.3
9.004084,3.49,10,32.83,26.120341,192.307163,0.03,10,5.92,96.9
12.04,12.04,20,32.851,24.91,303.5,0.06,20,5.96,97.2
11.97,11.97,24,32.86,24.93,301.6,0.07,24,5.99,97.6
11.92,11.92,30,32.86,24.94,300.9,0.09,30,5.98,97.3
11.68,11.69,48,32.86,24.98,297.2,0.14,48,5.96,96.5
11.63,11.64,50,32.857,24.99,296.6,0.15,50,5.95,96.3
10.84,10.85,72,32.77,25.06,289.9,0.21,72,5.83,92.7
10.68,10.69,75,32.803,25.12,284.9,0.22,75,5.75,91.1
9.55,9.56,96,33.12,25.55,243.6,0.28,96,5.06,78.3
9.39,9.4,100,33.17,25.62,237.4,0.28,101,4.91,75.8
8.57,8.58,125,33.45,25.97,204.7,0.34,126,4.05,61.5
8.18,8.19,144,33.62,26.16,186.7,0.38,145,3.44,51.8
8.1,8.12,150,33.67,26.21,182.1,0.39,151,3.3,49.6
7.8,7.82,191,33.93,26.46,159.1,0.46,192,2.54,38
7.69,7.71,200,33.956,26.49,155.8,0.47,201,2.44,36.4
7.03,7.05,250,33.986,26.61,145.2,0.55,252,2.02,29.7
6.53,6.56,286,34.02,26.71,136.6,0.6,288,1.85,26.9
6.39,6.42,300,34.018,26.72,135.1,0.62,302,1.74,25.2
5.71,5.74,382,34,26.79,128.9,0.73,385,1.16,16.5
5.59,5.62,400,34.014,26.82,126.6,0.75,403,1.07,15.2
4.99,5.03,500,34.11,26.97,113.4,0.87,504,0.7,9.8
4.66,4.7,574,34.2,27.08,103.5,0.95,578,0.55,7.7
4.56,4.61,600,34.218,27.1,101.4,0.98,605,0.53,7.4
4.23,4.28,700,34.277,27.18,94.1,1.07,706,0.47,6.5
3.96,4.02,800,34.321,27.25,88.7,1.16,807,0.4,5.5
3.82,3.88,863,34.34,27.28,86.2,1.22,870,0.36,4.9
3.71,3.78,900,34.351,27.29,84.5,1.25,908,0.4,5.4
3.45,3.52,1000,34.381,27.34,80.1,1.33,1009,0.5,6.8
3.18,3.26,1100,34.413,27.4,75.5,1.41,1110,0.61,8.2
3.04,3.12,1153,34.43,27.42,73,1.45,1164,0.66,8.8
12.35,12.35,0,32.88,24.87,306.4,0,0,5.89,96.8
12.39,12.39,9,32.84,24.83,310.3,0.02,9,5.42,89.1
12.37,12.37,10,32.842,24.84,309.8,0.03,10,5.43,89.2
12.03,12.03,20,32.866,24.92,302.2,0.06,20,5.68,92.7
11.86,11.86,24,32.88,24.97,298.2,0.07,24,5.84,94.9
11.66,11.66,30,32.869,24.99,295.6,0.09,30,5.81,94
11.15,11.16,47,32.81,25.04,291.7,0.14,47,5.58,89.3
11.11,11.12,50,32.803,25.04,291.6,0.15,50,5.59,89.4
10.74,10.75,70,32.74,25.06,290.4,0.2,70,5.64,89.4
10.51,10.52,75,32.738,25.1,286.9,0.22,75,5.68,89.6
9.65,9.66,93,32.79,25.28,269.5,0.27,93,5.75,89
9.5,9.51,100,32.865,25.36,261.8,0.29,101,5.66,87.4
9.14,9.15,125,33.172,25.66,233.9,0.35,126,5.18,79.5
9.04,9.05,139,33.37,25.83,217.9,0.38,140,4.79,73.4
8.77,8.79,150,33.477,25.96,206.2,0.4,151,4.49,68.5
7.95,7.97,185,33.75,26.3,174.5,0.47,186,3.57,53.5
7.78,7.8,200,33.816,26.37,167.4,0.5,201,3.3,49.3
7.36,7.38,250,33.947,26.54,152.6,0.58,252,2.61,38.7
7.21,7.24,278,33.96,26.57,150.1,0.62,280,2.36,34.8
6.93,6.96,300,33.976,26.62,145.4,0.65,302,2.17,31.8
6.05,6.08,370,34,26.75,133,0.75,372,1.68,24.1
5.8,5.83,400,34.02,26.8,128.7,0.79,403,1.46,20.9
5.14,5.18,500,34.088,26.93,116.8,0.91,504,0.85,12
4.88,4.92,560,34.13,27,111.2,0.98,564,0.56,7.8
4.66,4.71,600,34.152,27.04,107.5,1.02,604,0.54,7.5
4.19,4.24,700,34.207,27.13,98.8,1.13,705,0.48,6.6
3.78,3.84,800,34.261,27.22,91.1,1.22,806,0.43,5.9
3.59,3.65,857,34.29,27.26,87.3,1.27,864,0.4,5.4
3.51,3.57,900,34.316,27.29,84.7,1.31,908,0.44,6
3.32,3.39,1000,34.376,27.35,79,1.39,1009,0.54,7.3
3.12,3.2,1100,34.437,27.42,73,1.47,1110,0.65,8.7
3.02,3.1,1154,34.47,27.46,69.8,1.5,1165,0.7,9.4
12.2,12.2,0,33.44,25.34,262.4,0,0,6.2,101.9
11.48,11.48,9,33.42,25.45,251.3,0.02,9,5.3,85.8
11.44,11.44,10,33.426,25.47,250.2,0.02,10,5.31,85.8
11.19,11.19,20,33.501,25.57,240.5,0.05,20,5.38,86.6
11.18,11.18,21,33.51,25.58,239.7,0.05,21,5.39,86.7
11.1,11.1,30,33.535,25.61,236.7,0.07,30,5.48,88
11.04,11.05,42,33.55,25.63,235,0.1,42,5.54,88.9
10.92,10.93,50,33.579,25.68,231,0.12,50,5.46,87.4
10.73,10.74,63,33.62,25.74,225,0.15,63,5.26,83.9
10.66,10.67,75,33.62,25.76,224.1,0.17,75,5.13,81.7
10.59,10.6,84,33.62,25.77,223.1,0.19,84,4.97,79
10.07,10.08,100,33.687,25.91,209.9,0.23,101,4.13,64.9
9.19,9.2,124,33.82,26.16,186.6,0.28,125,2.83,43.7
9.17,9.18,125,33.824,26.17,186,0.28,126,2.82,43.5
8.71,8.73,150,33.906,26.3,173.5,0.32,151,2.64,40.3
8.53,8.55,164,33.94,26.36,168.5,0.35,165,2.54,38.6
8.02,8.04,200,34.003,26.48,157,0.4,201,2.23,33.5
7.48,7.5,246,34.05,26.6,146.6,0.47,248,1.85,27.5
7.44,7.46,250,34.053,26.61,145.8,0.48,252,1.82,27
6.97,7,300,34.09,26.7,137.5,0.55,302,1.5,22
6.76,6.79,329,34.11,26.75,133.6,0.59,331,1.34,19.6
6.47,6.51,400,34.201,26.86,124.1,0.68,403,0.93,13.5
6.21,6.25,500,34.326,26.99,112.7,0.8,504,0.48,6.9
6.19,6.24,503,34.33,26.99,112.3,0.8,507,0.47,6.8
5.69,5.74,600,34.381,27.1,103.2,0.91,604,0.42,6
5.14,5.2,700,34.412,27.19,95.2,1.01,705,0.37,5.2
4.83,4.89,756,34.42,27.23,91.4,1.06,762,0.34,4.8
4.67,4.73,800,34.429,27.26,89.2,1.1,806,0.38,5.3
4.29,4.36,900,34.452,27.32,83.9,1.19,907,0.47,6.5
3.92,4,1000,34.477,27.37,78.6,1.27,1009,0.56,7.7
3.74,3.82,1049,34.49,27.4,75.9,1.31,1058,0.6,8.2
9.004084,12.4,0,33.828065,26.120341,192.307163,0,0,5.7,50.474572
12.34,12.34,6,33.28,25.19,276.9,0.01,6,5.72,94.2
12.34,12.34,10,33.325,25.22,273.7,0.02,10,5.78,95.2
12.33,12.33,14,33.37,25.26,270.2,0.03,14,5.84,96.2
12.35,12.35,20,33.356,25.24,271.8,0.05,20,5.81,95.7
12.37,12.37,28,33.31,25.2,275.7,0.07,28,5.76,94.9
12.36,12.36,30,33.313,25.21,275.4,0.08,30,5.75,94.7
12.31,12.32,41,33.33,25.23,273.6,0.11,41,5.7,93.8
12.08,12.09,50,33.314,25.26,270.9,0.13,50,5.62,92.1
11.91,11.92,54,33.31,25.29,268.2,0.14,54,5.59,91.2
10.03,10.04,75,33.463,25.74,225.3,0.19,75,4.22,66.2
9.84,9.85,77,33.48,25.79,221.1,0.2,77,4.07,63.6
9.004084,8.92,100,33.828065,26.120341,192.307163,0.587048,101,3.17,50.474572
9.004084,8.87,102,34.38,26.120341,192.307163,0.587048,103,3.12,50.474572
9.004084,8.49,125,33.828065,26.120341,192.307163,0.587048,126,2.75,50.474572
9.004084,8.31,150,33.828065,26.120341,192.307163,0.587048,151,2.57,50.474572
9.004084,8.31,151,34.22,26.120341,192.307163,0.587048,152,2.57,50.474572
9.004084,7.84,200,34.07,26.120341,192.307163,0.587048,202,2,50.474572
9.004084,7.29,250,33.828065,26.120341,192.307163,0.587048,252,1.64,50.474572
9.004084,6.78,300,33.828065,26.120341,192.307163,0.587048,302,1.4,50.474572
9.004084,6.74,304,34.05,26.120341,192.307163,0.587048,307,1.38,50.474572
9.004084,6.24,400,33.828065,26.120341,192.307163,0.587048,403,0.92,50.474572
9.004084,5.97,487,34.02,26.120341,192.307163,0.587048,491,0.6,50.474572
9.004084,5.92,500,33.828065,26.120341,192.307163,0.587048,504,0.6,50.474572
9.004084,5.58,600,33.828065,26.120341,192.307163,0.587048,605,0.57,50.474572
9.004084,5.23,700,33.828065,26.120341,192.307163,0.587048,706,0.55,50.474572
9.004084,4.89,800,33.828065,26.120341,192.307163,0.587048,807,0.52,50.474572
9.004084,4.58,888,33.828065,26.120341,192.307163,0.587048,896,0.5,50.474572
12.5,12.5,0,33.24,25.12,282.6,0,0,6.05,99.9
12.43,12.43,5,33.24,25.14,281.5,0.01,5,5.94,98
12.44,12.44,10,33.16,25.07,287.6,0.02,10,6.06,99.9
12.45,12.45,12,33.12,25.04,290.8,0.03,12,6.12,100.9
12.44,12.44,20,33.072,25.01,294.4,0.05,20,5.94,97.9
12.44,12.44,22,33.06,25,295.3,0.06,22,5.88,96.9
12.4,12.4,30,33.179,25.1,286,0.08,30,5.87,96.7
12.38,12.38,32,33.21,25.12,283.4,0.09,32,5.87,96.7
12.27,12.28,42,33.17,25.11,284.7,0.12,42,5.96,97.9
12.33,12.34,50,33.192,25.12,284.4,0.14,50,5.94,97.7
12.4,12.41,61,33.22,25.13,283.9,0.17,61,5.86,96.6
12.18,12.19,75,33.214,25.16,280.6,0.21,75,5.84,95.8
12.07,12.08,79,33.21,25.18,279,0.22,79,5.83,95.4
10.94,10.95,100,33.209,25.39,259.7,0.28,100,5.4,86.2
9.81,9.82,119,33.26,25.62,237.7,0.32,120,4.83,75.3
9.62,9.63,125,33.3,25.68,231.8,0.34,126,4.64,72
8.96,8.98,150,33.489,25.94,208.2,0.39,151,3.86,59.1
8.72,8.74,163,33.6,26.06,196.6,0.42,164,3.45,52.6
7.74,7.76,200,33.836,26.39,165.4,0.49,201,2.43,36.3
6.53,6.55,250,34.102,26.77,129.9,0.56,251,1.29,18.8
6.24,6.26,263,34.16,26.85,122,0.58,265,1.03,14.9
6.12,6.15,300,34.156,26.87,121.4,0.62,302,0.95,13.7
5.83,5.86,400,34.145,26.89,119.8,0.74,403,0.73,10.4
5.53,5.57,500,34.136,26.92,118.1,0.86,503,0.51,7.2
5.32,5.37,570,34.13,26.94,116.8,0.94,574,0.35,4.9
5.21,5.26,600,34.152,26.97,114.2,0.98,604,0.36,5.1
4.85,4.91,700,34.229,27.08,105.2,1.09,705,0.39,5.5
4.5,4.56,800,34.307,27.18,96.1,1.19,806,0.42,5.8
4.17,4.24,892,34.38,27.27,87.7,1.27,899,0.45,6.2
9.004084,14.3,0,33.828065,26.120341,192.307163,0,0,5.76,50.474572
13.85,13.85,6,33.37,24.95,298.8,0.01,6,5.67,96.4
13.85,13.85,10,33.366,24.95,299.2,0.03,10,5.57,94.7
13.85,13.85,14,33.828065,26.120341,192.307163,0.04,14,5.48,93.2
13.85,13.85,20,33.356,24.94,300.2,0.06,20,5.53,94
13.85,13.85,26,33.35,24.94,300.8,0.07,26,5.59,95
13.85,13.85,30,33.329,24.92,302.4,0.09,30,5.64,95.9
13.83,13.84,37,33.31,24.91,303.8,0.11,37,5.69,96.7
13.83,13.84,48,33.4,24.98,297.5,0.14,48,5.58,94.9
13.83,13.84,50,33.397,24.98,297.7,0.15,50,5.56,94.5
13.84,13.85,68,33.31,24.91,304.8,0.2,68,5.44,92.4
13.72,13.73,75,33.308,24.93,302.8,0.22,75,5.42,91.9
13.35,13.36,90,33.828065,26.120341,192.307163,0.27,90,5.36,90.2
13.01,13.02,100,33.316,25.08,289.1,0.3,100,5.23,87.4
12.13,12.15,125,33.352,25.28,270.9,0.37,126,4.86,79.7
11.25,11.27,150,33.418,25.49,250.9,0.43,151,4.46,71.8
9.46,9.48,200,33.652,25.99,204.8,0.54,201,3.52,54.6
8.76,8.78,219,33.78,26.2,184.8,0.58,220,3.12,47.7
8.16,8.19,250,33.84,26.33,172.1,0.64,251,2.74,41.3
7.36,7.39,300,33.923,26.52,155.3,0.72,302,2.19,32.4
6.34,6.38,400,34.027,26.74,135.3,0.86,402,1.37,19.8
6.1,6.14,460,34.04,26.78,132,0.94,463,1.04,15
5.83,5.87,500,34.073,26.84,126.6,1,503,0.95,13.6
5.24,5.29,600,34.148,26.97,114.8,1.12,604,0.74,10.4
4.78,4.84,700,34.208,27.07,105.9,1.23,705,0.53,7.4
4.48,4.54,794,34.25,27.13,100.1,1.32,800,0.33,4.6
4.46,4.52,800,34.253,27.14,99.7,1.33,806,0.33,4.6
4.09,4.16,900,34.294,27.21,93.2,1.43,907,0.37,5.1
3.77,3.85,1000,34.332,27.27,87.6,1.52,1008,0.46,6.3
3.5,3.58,1100,34.366,27.33,82.7,1.6,1109,0.59,8
3.4,3.48,1143,34.38,27.35,80.8,1.64,1153,0.66,8.9
3.27,3.36,1200,34.403,27.38,78.1,1.68,1210,0.71,9.6
3.06,3.15,1300,34.443,27.43,73.3,1.76,1312,0.79,10.6
2.85,2.95,1400,34.485,27.48,68.5,1.83,1413,0.88,11.7
2.82,2.92,1413,34.49,27.49,67.9,1.84,1426,0.89,11.9
14.2,14.2,0,33.28,24.81,312.2,0,0,5.69,97.4
13.69,13.69,9,33.38,25,295,0.02,9,5.35,90.7
13.69,13.69,10,33.379,24.99,295.1,0.03,10,5.35,90.7
13.64,13.64,20,33.371,25,295,0.06,20,5.33,90.2
13.63,13.63,23,33.828065,26.120341,192.307163,0.06,23,5.33,90.2
13.63,13.63,30,33.363,25,295.6,0.08,30,5.34,90.4
13.63,13.64,46,33.35,24.98,297.2,0.13,46,5.39,91.2
13.54,13.55,50,33.328,24.99,297.2,0.14,50,5.4,91.2
13.14,13.15,68,33.24,25,296.4,0.2,68,5.43,90.9
13.24,13.25,75,33.236,24.97,298.7,0.22,75,5.42,90.9
13.7,13.71,100,33.281,24.92,305,0.29,100,5.41,91.6
13.84,13.86,107,33.31,24.91,306,0.32,107,5.4,91.8
13.26,13.28,125,33.413,25.11,287.6,0.37,126,4.84,81.3
12.31,12.33,150,33.566,25.41,259,0.44,151,4.01,66.1
9.91,9.93,200,33.93,26.13,191.5,0.55,201,2.18,34.2
9,9.02,216,34.07,26.39,167,0.58,217,1.54,23.7
8.73,8.76,250,34.088,26.44,162.3,0.63,251,1.45,22.2
8.34,8.37,300,34.116,26.52,155.2,0.71,302,1.33,20.2
8.03,8.06,340,34.14,26.59,149.5,0.77,342,1.23,18.5
7.84,7.88,400,34.151,26.63,147,0.86,402,1.07,16
7.74,7.78,425,34.29,26.120341,192.307163,0.9,428,0.97,14.5
6.98,7.03,500,34.16,26.76,135.7,1.01,503,0.41,6
6.85,6.9,511,34.16,26.77,134,1.02,514,0.33,4.8
6.03,6.08,600,34.186,26.9,122.2,1.13,604,0.43,6.2
5.23,5.29,700,34.227,27.03,110.1,1.25,705,0.55,7.8
4.68,4.74,783,34.27,27.13,100.9,1.34,789,0.64,8.9
4.6,4.66,800,34.279,27.14,99.4,1.36,806,0.66,9.2
4.16,4.23,900,34.33,27.23,91.4,1.45,907,0.76,10.5
3.81,3.89,1000,34.379,27.31,84.6,1.54,1008,0.87,11.9
3.56,3.64,1100,34.426,27.37,78.9,1.62,1109,0.97,13.2
3.45,3.54,1154,34.45,27.4,76.4,1.66,1164,1.03,13.9
3.36,3.45,1200,34.467,27.42,74.4,1.7,1210,3.105388,50.474572
3.15,3.24,1300,34.504,27.47,69.9,1.77,1312,3.105388,50.474572
2.94,3.04,1400,34.543,27.52,65.3,1.84,1413,3.105388,50.474572
14.1,14.1,0,33.37,24.9,303.6,0,0,5.44,93
13.72,13.72,10,33.35,24.97,297.8,0.03,10,5.39,91.4
13.68,13.68,20,33.35,24.97,297.3,0.06,20,5.22,88.4
13.66,13.66,24,33.35,24.98,297,0.07,24,5.15,87.2
13.66,13.66,30,33.361,24.99,296.4,0.09,30,5.16,87.4
13.65,13.66,48,33.39,25.01,294.7,0.14,48,5.17,87.6
13.64,13.65,50,33.388,25.01,294.7,0.14,50,5.17,87.5
13.56,13.57,72,33.37,25.01,295,0.21,72,5.1,86.2
13.46,13.47,75,33.356,25.02,294.2,0.22,75,5.09,85.8
12.71,12.72,94,33.28,25.11,285.9,0.27,94,5.03,83.5
12.56,12.57,100,33.302,25.16,281.7,0.29,100,4.97,82.2
11.89,11.91,125,33.428,25.38,260.9,0.36,126,4.67,76.2
11.47,11.49,140,33.53,25.54,246.2,0.4,141,4.45,72
10.95,10.97,150,33.545,25.65,236.3,0.42,151,4.33,69.3
9.08,9.1,186,33.6,26.01,202.5,0.5,187,3.91,60.1
8.72,8.74,200,33.663,26.11,192.6,0.53,201,3.75,57.2
7.88,7.9,250,33.881,26.41,164.8,0.62,251,3.18,47.6
7.69,7.72,283,34.01,26.54,153.2,0.67,285,2.82,42.1
7.46,7.49,300,34.027,26.58,149,0.69,302,2.63,39.1
6.46,6.49,383,34.04,26.73,135.6,0.81,385,1.76,25.5
6.32,6.36,400,34.054,26.76,133,0.83,402,1.61,23.3
5.68,5.72,500,34.147,26.91,119.1,0.96,503,0.89,12.7
5.35,5.4,581,34.23,27.02,109.9,1.05,585,0.5,7.1
5.26,5.31,600,34.245,27.04,107.9,1.07,604,0.5,7.1
4.79,4.85,700,34.321,27.16,97.6,1.18,705,0.49,6.8
4.39,4.45,800,34.384,27.25,89.1,1.27,806,0.48,6.6
4.13,4.2,870,34.42,27.31,84.1,1.33,877,0.47,6.5
4.07,4.14,900,34.426,27.32,83.2,1.36,907,0.5,6.9
3.84,3.92,1000,34.447,27.36,79.9,1.44,1008,0.61,8.3
3.63,3.71,1100,34.469,27.4,76.6,1.52,1109,0.71,9.7
3.4,3.49,1200,34.492,27.44,73.1,1.59,1210,0.82,11.1
3.24,3.33,1277,34.51,27.47,70.4,1.65,1288,0.9,12.1
14.7,14.7,0,33.28,24.71,322.2,0,0,5.83,100.8
14.5,14.5,10,33.349,24.8,313.4,0.03,10,5.67,97.7
14.39,14.39,13,33.37,24.84,309.7,0.04,13,5.62,96.6
14.38,14.38,20,33.447,24.9,304,0.06,20,5.64,97
14.37,14.37,26,33.49,24.94,300.8,0.08,26,5.66,97.3
14.37,14.37,30,33.478,24.93,301.8,0.09,30,5.68,97.7
14.37,14.38,48,33.35,24.83,311.9,0.14,48,5.79,99.5
14.37,14.38,50,33.343,24.83,312.5,0.15,50,5.8,99.7
14.35,14.36,69,33.28,24.78,317.2,0.21,69,5.85,100.4
14.15,14.16,75,33.271,24.82,314,0.23,75,5.83,99.7
13.37,13.38,92,33.26,24.97,299.9,0.28,92,5.78,97.2
12.91,12.92,100,33.26,25.06,291.3,0.3,100,5.67,94.5
11.48,11.5,125,33.26,25.33,266,0.37,126,5.23,84.6
10.96,10.98,134,33.26,25.42,257.2,0.4,135,5.04,80.6
10.25,10.27,150,33.342,25.61,239.5,0.44,151,4.75,74.8
9.32,9.34,176,33.51,25.9,212.7,0.5,177,4.31,66.6
8.77,8.79,200,33.664,26.1,193.2,0.54,201,3.97,60.6
7.95,7.98,250,33.915,26.42,163.5,0.63,251,3.34,50.1
7.83,7.86,262,33.96,26.48,158.6,0.65,263,3.2,47.9
7.26,7.29,300,33.96,26.56,151.2,0.71,302,2.74,40.5
6.59,6.62,352,33.96,26.65,142.8,0.79,354,2.16,31.4
6.14,6.18,400,33.986,26.73,135.7,0.86,402,1.67,24
5.48,5.52,500,34.061,26.87,123,0.98,503,0.86,12.2
5.34,5.38,531,34.09,26.91,119.5,1.02,534,0.67,9.5
5.04,5.09,600,34.162,27,111.3,1.1,604,0.6,8.4
4.69,4.75,700,34.258,27.12,101.1,1.21,705,0.49,6.8
4.43,4.49,798,34.34,27.21,92.8,1.3,804,0.38,5.3
4.42,4.48,800,34.34,27.21,92.7,1.31,806,0.38,5.3
4.11,4.18,900,34.353,27.26,89.1,1.4,907,0.55,7.6
